Suç ve Ceza | Roman, baþkahramaný Raskolnikov’un iç çatýþmalarýný ve etrafýndaki dünya ile olan çatýþmalarýný anlatýr.
Suç ve Ceza | Yazarýn kendisi için de çok güç yýllardýr romaný yazdýðý yýllar. Büyük yalnýzlýklarý yaþamak, çok zor kararlar almak zorunda kaldýðý yýllardýr.
Suç ve Ceza | Dostoyevski her iki Petersburg’u da iyi biliyordu. Mühendislik okulunda okuduðu yýllarda, Yazlýk Bahçe yakýnýnda bir saraydý okulun yapýsý, saray Petersburg’unu tanýma 
Suç ve Ceza | Raskolnikov’un felsefi teorisinin analizi ile birlikte verilmiþtir romanda. Bu durum Dostoyevski’ye döneminin düþünsel ve ahlaki yalpalamalarýný, özellikle de kentlerdeki her 
Suç ve Ceza | Raskolnikov akýllý, aydýn, dürüst bir gençtir. Eski bir Petersburg evinin bir dolabý andýrýr küçücük çatý bölmesinde oturmaktadýr. Çevresindeki yoksullarýn yaþamýný 
Faust | Faust, bilim ve felsefe alanýnda derinlemesine bilgi sahibidir.
Faust | Mephisto, Faust'a ruhunu teslim etmesi karþýlýðýnda ona hayatýnýn aþkýný sunar.
Faust | Faust, Mephisto'nun teklifini anýn tutkusuyla kabul eder.
Faust | Margaretha, yirmi beþ yaþýnda saf bir kýzdýr.
Faust | Mephisto, Margaretha'ya aþk içkisini içirerek onu Faust'a âþýk eder.
Faust | Faust'un içindeki ilahi olana dair þüpheler vardýr.
Faust | Faust, gençlik ve olgunluk çaðýný yeryüzünün sýrlarýný çözmek için harcamýþtýr.
Faust | Margaretha, Faust'un önerisiyle annesini zehirleyerek öldürür.
Faust | Faust, Mephisto'yu köpeðin içine girdiðinde fark eder.
Faust | Mephisto, Faust'u bu sýkýlmýþ hayattan kurtaracaðýný söyler.
Suç ve Ceza | Raskolnikov’un bulduðu kurtuluþ yolu þudur: Hem kendine, hem de herkese, tarihteki öteki “olaðanüstü” insanlar gibi olduðunu, “sýradan” insanlarýn, basit halkýn dokunulmaz 
Suç ve Ceza | Raskolnikov tasarladýðý cinayeti iþler. Ancak giriþtiði trajik “deney” hiç de onun beklediði sonuçlarý vermez.
Suç ve Ceza | Raskolnikov’un sevdiði kýzýn aðzýndan duyduðu gerçek bambaþkadýr: Yanlýþlýk temeldedir, “olaðanüstü” insanlar teorisidir yanlýþ olan.
Suç ve Ceza | Raskolnikov kendi deyimiyle, insanlýk dýþý düzene karþý, böyle bir baþkaldýrýnýn da insanlýk dýþý bir nitelik taþýdýðýný, bunun ilerleme ve geliþme saðlayýcý hiçbir özelliði 
Suç ve Ceza | Raskolnikov tasarladýðý cinayeti iþler. Ancak giriþtiði trajik “deney” hiç de onun beklediði sonuçlarý vermez.
Araba Sevdasý | Keþfi Bey, Bihruz'a yatýrým tavsiyesinde bulunurken oldukça ciddiydi.
Araba Sevdasý | Mösyö Piyer, ders esnasýnda Bihruz'un dikkatinin daðýldýðýný fark etti.
Araba Sevdasý | Bihruz'un annesi, evin önündeki bahçede çiçekleri sularken komþularla sohbet ediyordu.
Araba Sevdasý | Periveþ'in gözleri, Bihruz'la ilk kez göz göze geldiklerinde parladý.
Bozkurtlarýn Ölümü | Baðatur Þad, klanýnýn en cesur savaþçýlarýndan biriydi.
Bozkurtlarýn Ölümü | Kara Kaðan, düþman topraklarýna göz dikmiþti.
Bozkurtlarýn Ölümü | Ötüken’in Keskin Niþancýsý, okunu çekti ve hedefini gözlerine kilitlemiþti.
Bozkurtlarýn Ölümü | Tüng Yabgu Kaðan'ýn Elçileri, barýþ mesajý ile komþu kabileyi ziyaret etti.
Bozkurtlarýn Ölümü | Onbaþý Sançar, askerlerini savaþa hazýrlýyordu.
Faust | Faust, gençliðinde sahip olduðu huzuru artýk kaybetmiþtir.
Faust | Faust, Tanrý’ya meydan okuyan bir insandýr.
Faust | Faust, þeytanla yaptýðý anlaþma sonrasý içsel bir savaþa girer.
Faust | Faust, bilimin sýnýrlarýný zorlayan bir karakterdir.
Faust | Mephistofeles, Faust’un ruhunu almak için çeþitli yollar dener.
Faust | Faust, Tanrý ve þeytan arasýndaki savaþýn bir parçasýdýr.
Faust | Faust, ilahi olana dair þüphelerle doludur.
Faust | Faust, gençliðinde sahip olduðu huzuru geri kazanmak ister.
Faust | Mephistofeles, Faust’a hayatýnýn aþkýný sunacaðýný söyler.
Faust | Margaretha, Faust’un etkisiyle annesini öldürür.
Faust | Faust, Tanrý ile þeytan arasýndaki savaþýn ortasýnda kalýr.
Faust | Faust, çekingen mizaçlý ama içten içe huzursuz bir insandýr.
Faust | Mephistofeles, Faust’u yoldan çýkarmak için çeþitli yöntemler kullanýr.
Faust | Faust, Tanrý’ya meydan okuyan bir insandýr.
Beyaz Zambaklar Ülkesinde | Kitap, Finlandiya'nýn geliþimini ve aydýnlarýn rolünü anlatýr.
Beyaz Zambaklar Ülkesinde | Mustafa Kemal Atatürk, kitabý Türkçeye çevirterek okullarda okutulmasýný istedi.
Beyaz Zambaklar Ülkesinde | Finlandiya'da Johan Wilhelm Snelman, kültürel geliþimi teþvik eden önemli bir figürdür.
Beyaz Zambaklar Ülkesinde | Snelman, öðretmenleri halka bilgi aktarmalarý için motive etti.
Beyaz Zambaklar Ülkesinde | Rus Çarý, Fin halkýna haklarýný iade ederek kültürel geliþimlerini destekledi.
Beyaz Zambaklar Ülkesinde | Snelman, öðretmenleri iþlerini iyi yapmalarý konusunda teþvik etti.
Beyaz Zambaklar Ülkesinde | Kitap, Finlandiya'nýn bataklýk ve kayalýklardan tarýma geçiþini anlatýr.
Beyaz Zambaklar Ülkesinde | Finlandiya'da subaylar, askerleri iyi bireyler olarak yetiþtirmeye çalýþtý.
Beyaz Zambaklar Ülkesinde | Din adamlarý, halký motive ederek manevi deðerlerin korunmasýný saðladý.
Beyaz Zambaklar Ülkesinde | Finlandiya'nýn geliþimi, aydýnlarýn ve öðretmenlerin çabalarýyla gerçekleþti.
Beyaz Zambaklar Ülkesinde | Snelman, aydýnlara halka üstten bakmamalarýný öðütledi.
Faust | Faust, þeytanla yaptýðý anlaþma sonrasý içsel bir savaþa girer.
Faust | Faust, bilimin sýnýrlarýný zorlayan bir karakterdir.
Faust | Mephistofeles, Faust’un ruhunu almak için çeþitli yollar dener.
Faust | Faust, Tanrý ve þeytan arasýndaki savaþýn bir parçasýdýr.
Faust | Faust, ilahi olana dair þüphelerle doludur.
Faust | Faust, gençliðinde sahip olduðu huzuru geri kazanmak ister.
Araba Sevdasý | Keþfi Bey, Bihruz ile buluþmak üzere Çamlýca'ya doðru yola çýktý.
Araba Sevdasý | Bulgurlu meydanýnda Bihruz, Periveþ'i görmek için sabýrsýzlanýyordu.
Araba Sevdasý | Çamlýca tepelerinde Bihruz, Keþfi'yle gelecek planlarý yaparken oldukça heyecanlýydý.
Araba Sevdasý | Kýsýklý kafesinde Bihruz ve Periveþ tesadüfen karþýlaþtýklarýnda ikisi de þaþkýna dönmüþtü.
Araba Sevdasý | Mösyö Piyer, Bihruz'a Fransýz edebiyatýndan bazý önemli eserler önerdi.
Araba Sevdasý | Bihruz'un annesi, oðlunun geç saatte eve gelmesi konusunda endiþeleniyordu.
Faust | Faust, memleketi dolaþýp en güzel içkileri tatmak ister.
Faust | Margaretha, Faust tarafýndan çocuðunu boðar.
Faust | Margaretha ve Faust arasýndaki iliþki, þeytanýn müdahalesiyle baþlar.
Faust | Faust, felsefe ve týpta uzmanlaþmýþ bir doktordur.
Faust | Faust, Mephisto'nun teklifini kabul ettikten sonra maceralarý baþlar.
Faust | Margaretha, saçma sapan planlar peþindedir.
Faust | Margaretha'nýn erkek kardeþi, Faust'a düþmanlýk besler.
Faust | Faust, kýz kardeþini öldürür ve Margaretha hapse atýlýr.
Faust | Johann Faust'un hayatý, birçok edebi esere ilham kaynaðý olmuþtur.
Faust | Faust adlý oyun, Goethe'nin dünya klasikleri arasýnda önemli bir yer tutan eseridir.
Suç ve Ceza | Ve sonuç olarak içinde yaþadýklarý toplumdaki egemen sýnýflarýn her gün sayýsýz kez yaptýklarýndan pek de farklý bir þey deðildir onun yaptýðý da.
Suç ve Ceza | Raskolnikov. Eyleminden dolayý ahlaken yalnýzca kendi kendisine karþý sorumlu olduðu, baþkalarýnýn yargýlarýnýn hiç önemli olmadýðý düþüncesi iflas etmiþtir.
Suç ve Ceza | Dostoyevski’nin büyük bir ustalýkla dile getirdiði gibi
Suç ve Ceza | Raskolnikov’un cinayetten sonra derin acýlar içinde toplumdan kopmuþluk duygusunu yaþamasýnýn nedeni budur.
Bozkurtlarýn Ölümü | Onbaþý Pars, düþman izlerini takip ediyordu.
Bozkurtlarýn Ölümü | Çaþýt, okçuluk becerilerini sergiliyordu.
Bozkurtlarýn Ölümü | Budun Kýzgýn, haksýzlýða uðradýðýný düþünerek kabile liderine itiraz etti.
Bozkurtlarýn Ölümü | Akýn, düþman kampýna gizlice sýzmayý planladý.
Bozkurtlarýn Ölümü | Þen-King’in Öfkesi, tüm savaþçýlarý tedirgin etmiþti.
Bozkurtlarýn Ölümü | Kýraç Ata, genç savaþçýlara at binmeyi öðretiyordu.
Faust | Faust'un ruhunu teslim etme karþýlýðýnda Mephisto, ona mutluluðu vaat eder.
Faust | Margaretha, Faust'la iþbirliði yapar ve annesini öldürür.
Faust | Faust, Mephisto'nun teklifini kabul ederek ruhunu teslim eder.
Faust | Margaretha ve Faust'un iliþkisi, baþlangýçta rüya gibi görünür.
Faust | Mephisto, Faust'u en güzel içkileri tatmakla cezbetmeye çalýþýr.
Faust | Margaretha, Faust'un çocuðunu boðar ve hapse atýlýr.
Faust | Faust, Leipzig ya da Harz bölgesinde geçer.
Faust | Faust, Goethe'nin eserlerinin birleþimi olarak kabul edilir.
Faust | Faust, hayatýný yeryüzünün sýrlarýný çözmeye adamýþtýr.
Faust | Margaretha, Faust'un önerisiyle annesini öldürür.
Suç ve Ceza | Ýnsan yalnýzca belirli bir toplum içinde yaþamakla, her hareketiyle baþka insanlara baðlý bulunmakla kalmaz, ama ayný zamanda toplumu kendi içinde, kendi yüreðine taþýr; ilk
Suç ve Ceza | Raskolnikov, “Teþekkür ederim,” dedi, tabaðý aldý. Gözlerini yemekten ayýrmadan ona bakýyordu, sonra birdenbire eski bir giysinin düðmesini sökmüþ gibi göründü 
Suç ve Ceza | Raskolnikov, 'Ama ben ne yapýyorum? Bunu yapamayacaðýmý ben zaten biliyordum...
Suç ve Ceza | Bütün vücudu kýrýlýyor gibiydi. Ruhuna bir kasvet, bir kararsýzlýk çökmüþtü.
Suç ve Ceza | Kadýn gururla: — Ben fakir insanlara yardým ediyorum, –dedi.
Suç ve Ceza | Kadýn sert bir þekilde baþýný kaldýrdý, gözleri Raskolnikov’a dikildi.
Aþk-ý Memnu | Validelerinin bu küçük lisan ihtiyatý ikisinin de dikkat nazarýndan kaçamadý.
Aþk-ý Memnu | Peykerle Bihter manalýca bakýþarak gülümsediler, hatta Peyker bu gülümsemenin ifadesini açýklamaktan çekinmiyerek: — Evet, gözlerini Bihter'den ayýrmýyor, dedi.
Aþk-ý Memnu | Bu cümlenin tesirini görmek için validelerine baktýlar, o, cevap vermemek için uzaklara baktý.
Aþk-ý Memnu | Firdevs Haným, Melih Bey takýmýnýn hususî þöhretinden en ziyade hissesi olan bir çehredir ki, iþte otuz seneden beri — on beþ yaþýndan kýrk beþ yaþýna kadar — bütün mesirelerin en mâruf hayat temasilinden biridir.
Aþk-ý Memnu | Ýstanbul'un seyranlarý takviminden ismi silinemiyen, hattâ silinemiyecek görünen, hayatýndan her sene geçtikçe gençliðe daha ziyade asýlan bu kadýn, beyazlýðýný saklamak için sarýya boyadýðý saçlarla, taravetinin izmihâlini örtmek için düzgünlere sývadýðý simasýyla kendisini o kadar aldatmýþ, henüz tazeliði vehminin içine öyle bir fikir delâletiyle nefsini tevdi etmiþ idi ki, Peyker'le Bihter'in yaþlarýný — birinin yirmi beþ, ötekinin yirmi iki senesini — unutarak onlarý bütün bu tebessümlerden, bu takiblerden hisse alamýyacak kadar çocuk zannederdi.
Araba Sevdasý | Bihruz Bey, Çamlýca'nýn en yüksek tepesinde düþüncelere dalarken manzarayý seyrediyordu.
Araba Sevdasý | Periveþ haným, bahçedeki gülleri koklarken Bihruz'un ona doðru geldiðini fark etti.
Araba Sevdasý | Keþfi Bey, Bihruz'a uzun süredir görmediði bir arkadaþlarýndan bahsetti.
Araba Sevdasý | Mösyö Piyer, Bihruz Bey'e Fransa'nýn kültürel etkilerini anlatýrken oldukça hevesliydi.
Araba Sevdasý | Bihruz'un annesi, oðlunun uzun süre evden uzak kalmasýndan dolayý kaygýlanýyordu.
Araba Sevdasý | Kýsýklý'da bir sabah, Bihruz ve Keþfi kahvaltýda buluþtular.
Bozkurtlarýn Ölümü | Akýn, düþman kampýna gizlice sýzmayý planladý.
Bozkurtlarýn Ölümü | Þen-King’in Öfkesi, tüm savaþçýlarý tedirgin etmiþti.
Bozkurtlarýn Ölümü | Kýraç Ata, genç savaþçýlara at binmeyi öðretiyordu.
Bozkurtlarýn Ölümü | Yüzbaþý Bögü Alp, cesurca öne çýkarak ordusunu yönlendirdi.
Bozkurtlarýn Ölümü | Dönüþ yolculuðu, beklenmedik olaylarla doluydu.
Bozkurtlarýn Ölümü | Bögü Alp’ýn Yeni Yumuþu, klan içinde huzursuzluk yarattý.
Araba Sevdasý | Bulgurlu'da bir akþam üzeri Bihruz, Periveþ'i düþünerek yürüyüþe çýktý.
Araba Sevdasý | Çamlýca Bahçesi'nde Periveþ, Bihruz'un ona olan ilgisini gizlice memnuniyetle karþýladý.
Araba Sevdasý | Bihruz Bey, annesiyle birlikte pazar alýþveriþine çýktýðýnda eski bir dostla karþýlaþtý.
Araba Sevdasý | Periveþ, Bihruz'a yazdýðý mektubu titrek ellerle zarfa yerleþtirdi.
Aþk-ý Memnu | Bu, iki kýzla valide arasýnda ebedî bir cenk ve istihza zemini idi ki, tamamen vuzuh ve serahat kesb edememekle beraber hemen her gün tekerrür eder; Peyker'in manalý bir kelimesi, Bihter'in insafsýz bir tebessümü güya bu iki genç vücudun gençlik muzafferiyetini hâlâ genç kalmak 
Suç ve Ceza | Raskolnikov kapýya doðru ilerledi. — Gitmem lazým, –dedi. 'Gitmem lazým…' diye mýrýldandý. Sonra hýzla kapýyý açtý ve dýþarý çýktý. 
Aþk-ý Memnu | Maun sandalla müsademeyi andýran bu tesadüflere artýk o kadar alýþmýþ idiler ki, bugün Kalenderden dönerken gene onun âdeta çarparcasýna yakýndan sýyýrýp geçiþini fark 
Aþk-ý Memnu | Bihter, eðilmiyerek, dudaklarýnýn ucile sordu: Validenizi tanýr mýydýnýz, anne? Kýz annesine çekmiþ olmalý...
Aþk-ý Memnu | Firdevs Haným Bihter'in sualini anlamamýþçasýna donuk gözlerle bir saniye baktý, sonra baþýný çevirerek artýk gözden kaybolan sandalý araþtýrdý; tekrar Bihter'e bakarak
Aþk-ý Memnu | Peykerle Bihter manalýca bakýþarak gülümsediler, hatta Peyker bu gülümsemenin ifadesini açýklamaktan çekinerek: — Evet, gözlerini Bihter'den ayýrmýyor, dedi.
Aþk-ý Memnu | Firdevs Haným, Melih Bey takýmýnýn hususî þöhretinden en ziyade hissesi olan bir çehredir ki, iþte otuz seneden beri
Aþk-ý Memnu | Beyaz sandalýn þýk, zarif süvarilerinde küçük bir telaþ eseri, bir ufak haþyet sayhasý bile uyandýramýyarak geçen maun sandala — her iki tarafý görebilmek üzere Peyker
Aþk-ý Memnu | Validesinin þikâyet þekli altýnda gizli bir memnuniyeti kâfi derecede saklýyamýyan sözlerini Bihter cevapsýz býraktý.
Aþk-ý Memnu | Peyker validesine doðrudan doðruya cevap vermeyerek: — Bugün çocuklarý da yanýnda deðil... dedi, 
Aþk-ý Memnu | Firdevs Haným, Melih Bey takýmýnýn hususî þöhretinden en ziyade hissesi olan bir çehredir ki, iþte otuz seneden beri
Aþk-ý Memnu | Firdevs Haným, Melih Bey takýmýnýn hususî þöhretinden en ziyade hissesi olan bir çehredir ki, iþte otuz seneden beri
Aþk-ý Memnu | Firdevs Haným, Melih Bey takýmýnýn hususî þöhretinden en ziyade hissesi olan bir çehredir ki, iþte otuz seneden beri
Aþk-ý Memnu | Peyker validesine doðrudan doðruya cevap vermeyerek: — Bugün çocuklarý da yanýnda deðil... dedi, 
Aþk-ý Memnu | Peyker validesine doðrudan doðruya cevap vermeyerek: — Bugün çocuklarý da yanýnda deðil... dedi, 
Bozkurtlarýn Ölümü | Bögü Alp’ýn Yeni Yumuþu, klan içinde huzursuzluk yarattý.
Bozkurtlarýn Ölümü | Yumru, sert mizacýyla tanýnýyordu.
Bozkurtlarýn Ölümü | Elçiler, kritik bir görev için hazýrlandý.
Bozkurtlarýn Ölümü | Yolda, pek çok zorlukla karþýlaþýldý.
Bozkurtlarýn Ölümü | Batý Kaðaný, ittifak teklif etti.
Bozkurtlarýn Ölümü | Tüng Yabgu’nun Çerileriyle Karýþlaþma, büyük bir çatýþmayý tetikledi.
Bozkurtlarýn Ölümü | Yamtar’ýn Tartýþmasý, kabile içinde bölünmelere neden oldu.
Bozkurtlarýn Ölümü | Ötüken Yolunda, eski düþmanlarla karþýlaþýldý.
Aþk-ý Memnu | Peyker validesine doðrudan doðruya cevap vermeyerek: — Bugün çocuklarý da yanýnda deðil... dedi, 
Aþk-ý Memnu | Peyker Peyker PEYKER Firdevs Bihter Behlül Behlül Behlül Adnan
Aþk-ý Memnu | Peyker Peyker PEYKER Firdevs Bihter Behlül Behlül Behlül Adnan
Aþk-ý Memnu | Peyker Peyker PEYKER Firdevs Bihter Behlül Behlül Behlül Adnan
Aþk-ý Memnu | Peyker Peyker PEYKER Firdevs Bihter Behlül Behlül Behlül Adnan
Aþk-ý Memnu | Peyker Peyker PEYKER Firdevs Bihter Behlül Behlül Behlül Adnan
Aþk-ý Memnu | Peyker Peyker PEYKER Firdevs Bihter Behlül Behlül Behlül Adnan
Aþk-ý Memnu | Melih Bey takýmýnýn içinde kadýnlar hatta zor valide olurken büyük valide olmak onun için bir zül, bir ayýp hükmünde idi. Þimdiden buna bir çare düþünüyor, saçlarýnýn beyazlarla çehresinin harabisine bir tamir tedbiri bulduktan sonra büyük valide olmaya da bir þey icat etmek istiyordu, öyle bir þey ki ona þebap vehminin mestliðinde gizlenebilsin: Çocuk annesine abla, ona da anne, diyecekti.
Aþk-ý Memnu | Melih Bey takýmýnýn içinde böyle garip bir  ve artýk Peyker'e onu büyük valide edecek olan bu mahlûka, açýkça husumet ediyordu.
Aþk-ý Memnu | Melih Bey kimdir? Bu suale sarih bir cevap vermek külfetine lüzum görülmemiþtir. Yalnýz Anadolu kýyýsýnda bir yalý ile bu yalýdan Ýstanbul'un hemen her tarafýna yayýlarak bugün "Melih bey takýmý" ünvanýyla bir temayüz noktasýnda birleþen kadýnlar...
Aþk-ý Memnu | Melih beyin yalýsý yarým asýrýn inkýlâp silsilesinden geçmiþtir. Bugün kimbilir kimindir? Fakat ne zaman önünden geçilse Boðaziçi'nin hususî hayatýna vâkýf olanlarýn kalplerinde gizli bir parmak uzanarak orasýný gösterir ve mübhem fakat zengin mânalar vererek: — Melih beyin yalýsý! 
Suç ve Ceza | Raskolnikov, yoksulluk içinde sýkýþýp kalmýþ ve onu takip eden bir dedektife karþý çaresizdir.
Suç ve Ceza | Roman, Raskolnikov'un içsel çatýþmalarýný ve çevresindeki toplumsal gerilimleri iþler.
Suç ve Ceza | Raskolnikov'un vicdan azabý, iþlediði suçun detaylarýyla birlikte ele alýnýr.
Suç ve Ceza | Roman boyunca Raskolnikov'un adalet ve etik üzerine düþünceleri tartýþýlýr.
Suç ve Ceza | Raskolnikov, toplum içindeki yerini ve birey olarak sorumluluklarýný sorgular.
Suç ve Ceza | Petersburg'un soðuk sokaklarýnda Raskolnikov'un yalnýzlýðý ve çaresizliði vurgulanýr.
Araba Sevdasý | Bihruz ve annesi, eski fotoðraflarý karýþtýrýrken duygusal anlar yaþadýlar.
Araba Sevdasý | Periveþ, Bihruz'un kendisine olan ilgisini fark edince gizli bir mutluluk duydu.
Araba Sevdasý | Keþfi Bey, Bihruz ile buluþmak üzere eski bir dostun evine doðru yürüdü.
Araba Sevdasý | Mösyö Piyer, Bihruz'un sýnýf arkadaþlarýna Fransa'nýn tarihini anlatýrken oldukça etkileyiciydi.
Araba Sevdasý | Bihruz, annesiyle birlikte Çamlýca'ya piknik yapmaya gitti.
Araba Sevdasý | Periveþ, Bihruz'a olan duygularýný gizlemekte zorlanýyordu.
Bozkurtlarýn Ölümü | Bozkýr Yasasý, topraklar üzerinde yeni düzenlemeler getirdi.
Bozkurtlarýn Ölümü | Baðatur Þad, savaþ meydanýnda yaralandý.
Bozkurtlarýn Ölümü | Kara Kaðan, düþman kuvvetlerini püskürtmeye çalýþtý.
Bozkurtlarýn Ölümü | Ötüken’in Keskin Niþancýsý, düþman komutanýný hedef aldý.
Bozkurtlarýn Ölümü | Tüng Yabgu Kaðan'ýn Elçileri, barýþ anlaþmasý imzaladý.
Bozkurtlarýn Ölümü | Onbaþý Sançar, savaþçýlarýný disipline etti.
Araba Sevdasý | Kýsýklý'da bir akþam, Keþfi ve Bihruz yýldýzlarý izlerken uzun uzun konuþtular.
Araba Sevdasý | Bulgurlu köprüsünde Bihruz, Periveþ'i düþünerek melankolik bir þarký mýrýldandý.
Araba Sevdasý | Çamlýca Bahçesi'nde bir bahar sabahý, Bihruz ve Periveþ yan yana sessizce yürüdüler.
Suç ve Ceza | Raskolnikov'un dramatik hayat hikayesi, Rusya'nýn zorlu dönemlerini yansýtýr.
Suç ve Ceza | Roman, Raskolnikov'un suç iþleme motivasyonunu psikolojik açýdan inceler.
Suç ve Ceza | Raskolnikov ve dedektif arasýndaki kedi fare oyunu, gerilimi artýrýr.
Suç ve Ceza | Raskolnikov'un felsefi düþünceleri ve bu düþüncelerin suç üzerindeki etkileri ele alýnýr.
Suç ve Ceza | Roman, Raskolnikov'un yoksulluk ve umutsuzluk içindeki yaþamýný detaylandýrýr.
Suç ve Ceza | Dostoyevski, Raskolnikov karakteri üzerinden insan doðasýnýn karanlýk yönlerini keþfeder.
Suç ve Ceza | Raskolnikov'un suç sonrasý piþmanlýk ve kurtuluþ arayýþý, romanýn merkezinde yer alýr.
Suç ve Ceza | Petersburg'un tarihi ve kültürel dokusu, Raskolnikov'un hikayesiyle iç içe geçer.
Bozkurtlarýn Ölümü | Yargu, suçlularý yargýlamak için toplandý.
Bozkurtlarýn Ölümü | Çalýk, kervaný korumak için öncü birlik kurdu.
Bozkurtlarýn Ölümü | Çalýk Ýþ Ardýnda, ticaret için yeni rotalar keþfetti.
Bozkurtlarýn Ölümü | Onbaþý Pars, keþif gezisine çýktý.
Bozkurtlarýn Ölümü | Çaþýt, düþman okçularýna karþý konuþlandý.
Bozkurtlarýn Ölümü | Budun Kýzgýn, kabile meclisinde konuþtu.
Suç ve Ceza | Raskolnikov, adaletin ne olduðu konusunda derin sorular sorar.
Suç ve Ceza | Roman, bir genç adamýn ahlaki ve etik ikilemlerini gözler önüne serer.
Araba Sevdasý | Kýsýklý'da bir sabah, Bihruz Bey jog yaparken düþüncelere daldý.
Araba Sevdasý | Bulgurlu caddeleri, Bihruz Bey'in hüzünlü adýmlarýyla yankýlandý.
Araba Sevdasý | Periveþ, Bihruz Bey'e nazikçe bir el salladý.
Araba Sevdasý | Keþfi Bey, Bihruz'u yemeðe davet etti.
Araba Sevdasý | Mösyö Piyer, Bihruz'a Fransa'nýn tarihini anlattý.
Anna Karenina | Roman, Anna'nýn öyküsü aracýlýðýyla insan doðasýnýn karmaþýk yönlerini ve duygusal çeliþkilerini detaylý bir þekilde anlatýr.
Anna Karenina | Anna Karenina, edebiyat eleþtirmenleri tarafýndan zaman zaman en iyi romanlar arasýnda gösterilir.
Araba Sevdasý | Bihruz'un annesi, evin salonunu temizlerken eski fotoðraflara rastladý.
Araba Sevdasý | Bihruz Bey, Periveþ'in güzelliði karþýsýnda büyülenmiþti.
Araba Sevdasý | Keþfi Bey, Bihruz ile þehir dýþýna çýkmayý planladý.
Araba Sevdasý | Mösyö Piyer, Bihruz'a zor bir dil bilgisi testi hazýrladý.
Araba Sevdasý | Periveþ, Bihruz Bey'in kendisine bakýþýný fark etti.
Bozkurtlarýn Ölümü | Yüzbaþý Bögü Alp, askeri stratejisini gözden geçirdi.
Bozkurtlarýn Ölümü | Dönüþ yolculuðu, klan için zorlayýcý oldu.
Bozkurtlarýn Ölümü | Bögü Alp’ýn Yeni Yumuþu, kabile içi tartýþmalara yol açtý.
Anna Karenina | Bu iliþki, Anna'nýn sosyal çevresindeki insanlar tarafýndan hoþ karþýlanmaz.
Anna Karenina | Anna, aþký uðruna toplumdaki saygýn yerini ve sosyal statüsünü riske atar.
Anna Karenina | Vronski ile olan iliþkisi, Anna'nýn giderek artan içsel çatýþmalarýna ve bunalýmýna neden olur.
Anna Karenina | Tolstoy, Anna Karenina karakteri üzerinden Rus toplumundaki ikiyüzlülüðü ve ahlaki çöküþü eleþtirir.
Anna Karenina | Roman, aþkýn ve tutkunun yaný sýra toplumsal normlar ve bireysel özgürlükler arasýndaki çatýþmayý da iþler.
Anna Karenina | Anna'nýn trajik sonu, kaderin ve kiþisel tercihlerin hayatlarýmýz üzerindeki etkilerini sorgulatýr.
