Suç ve Ceza | Roman, başkahramanı Raskolnikov’un iç çatışmalarını ve etrafındaki dünya ile olan çatışmalarını anlatır.
Aşk-ı Memnu | Melih Bey takımının içinde kadınlar hatta zor valide olurken büyük valide olmak onun için bir zül, bir ayıp hükmünde idi. Şimdiden buna bir çare düşünüyor, saçlarının beyazlarla çehresinin harabisine bir tamir tedbiri bulduktan sonra büyük valide olmaya da bir şey icat etmek istiyordu, öyle bir şey ki ona şebap vehminin mestliğinde gizlenebilsin: Çocuk annesine abla, ona da anne, diyecekti.
Aşk-ı Memnu | Melih Bey takımının içinde böyle garip bir  ve artık Peyker'e onu büyük valide edecek olan bu mahlûka, açıkça husumet ediyordu.
Aşk-ı Memnu | Melih Bey kimdir? Bu suale sarih bir cevap vermek külfetine lüzum görülmemiştir. Yalnız Anadolu kıyısında bir yalı ile bu yalıdan İstanbul'un hemen her tarafına yayılarak bugün "Melih bey takımı" ünvanıyla bir temayüz noktasında birleşen kadınlar...
Aşk-ı Memnu | Melih beyin yalısı yarım asırın inkılâp silsilesinden geçmiştir. Bugün kimbilir kimindir? Fakat ne zaman önünden geçilse Boğaziçi'nin hususî hayatına vâkıf olanların kalplerinde gizli bir parmak uzanarak orasını gösterir ve mübhem fakat zengin mânalar vererek: — Melih beyin yalısı! 
Suç ve Ceza | Raskolnikov, yoksulluk içinde sıkışıp kalmış ve onu takip eden bir dedektife karşı çaresizdir.
Suç ve Ceza | Roman, Raskolnikov'un içsel çatışmalarını ve çevresindeki toplumsal gerilimleri işler.
Suç ve Ceza | Raskolnikov'un vicdan azabı, işlediği suçun detaylarıyla birlikte ele alınır.
Suç ve Ceza | Roman boyunca Raskolnikov'un adalet ve etik üzerine düşünceleri tartışılır.
Suç ve Ceza | Raskolnikov, toplum içindeki yerini ve birey olarak sorumluluklarını sorgular.
Suç ve Ceza | Petersburg'un soğuk sokaklarında Raskolnikov'un yalnızlığı ve çaresizliği vurgulanır.
Araba Sevdası | Bihruz ve annesi, eski fotoğrafları karıştırırken duygusal anlar yaşadılar.
Araba Sevdası | Periveş, Bihruz'un kendisine olan ilgisini fark edince gizli bir mutluluk duydu.
Araba Sevdası | Keşfi Bey, Bihruz ile buluşmak üzere eski bir dostun evine doğru yürüdü.
Araba Sevdası | Mösyö Piyer, Bihruz'un sınıf arkadaşlarına Fransa'nın tarihini anlatırken oldukça etkileyiciydi.
Araba Sevdası | Bihruz, annesiyle birlikte Çamlıca'ya piknik yapmaya gitti.
Araba Sevdası | Periveş, Bihruz'a olan duygularını gizlemekte zorlanıyordu.
Bozkurtların Ölümü | Bozkır Yasası, topraklar üzerinde yeni düzenlemeler getirdi.
Bozkurtların Ölümü | Bağatur Şad, savaş meydanında yaralandı.
Bozkurtların Ölümü | Kara Kağan, düşman kuvvetlerini püskürtmeye çalıştı.
Bozkurtların Ölümü | Ötüken’in Keskin Nişancısı, düşman komutanını hedef aldı.
Bozkurtların Ölümü | Tüng Yabgu Kağan'ın Elçileri, barış anlaşması imzaladı.
Bozkurtların Ölümü | Onbaşı Sançar, savaşçılarını disipline etti.
Araba Sevdası | Kısıklı'da bir akşam, Keşfi ve Bihruz yıldızları izlerken uzun uzun konuştular.
Araba Sevdası | Bulgurlu köprüsünde Bihruz, Periveş'i düşünerek melankolik bir şarkı mırıldandı.
Araba Sevdası | Çamlıca Bahçesi'nde bir bahar sabahı, Bihruz ve Periveş yan yana sessizce yürüdüler.
Suç ve Ceza | Raskolnikov'un dramatik hayat hikayesi, Rusya'nın zorlu dönemlerini yansıtır.
Suç ve Ceza | Roman, Raskolnikov'un suç işleme motivasyonunu psikolojik açıdan inceler.
Suç ve Ceza | Raskolnikov ve dedektif arasındaki kedi fare oyunu, gerilimi artırır.
Suç ve Ceza | Raskolnikov'un felsefi düşünceleri ve bu düşüncelerin suç üzerindeki etkileri ele alınır.
Suç ve Ceza | Roman, Raskolnikov'un yoksulluk ve umutsuzluk içindeki yaşamını detaylandırır.
Suç ve Ceza | Dostoyevski, Raskolnikov karakteri üzerinden insan doğasının karanlık yönlerini keşfeder.
Suç ve Ceza | Raskolnikov'un suç sonrası pişmanlık ve kurtuluş arayışı, romanın merkezinde yer alır.
Suç ve Ceza | Petersburg'un tarihi ve kültürel dokusu, Raskolnikov'un hikayesiyle iç içe geçer.
Bozkurtların Ölümü | Yargu, suçluları yargılamak için toplandı.
Bozkurtların Ölümü | Çalık, kervanı korumak için öncü birlik kurdu.
Bozkurtların Ölümü | Çalık İş Ardında, ticaret için yeni rotalar keşfetti.
Bozkurtların Ölümü | Onbaşı Pars, keşif gezisine çıktı.
Bozkurtların Ölümü | Çaşıt, düşman okçularına karşı konuşlandı.
Bozkurtların Ölümü | Budun Kızgın, kabile meclisinde konuştu.
Suç ve Ceza | Raskolnikov, adaletin ne olduğu konusunda derin sorular sorar.
Suç ve Ceza | Roman, bir genç adamın ahlaki ve etik ikilemlerini gözler önüne serer.
Araba Sevdası | Kısıklı'da bir sabah, Bihruz Bey jog yaparken düşüncelere daldı.
Araba Sevdası | Bulgurlu caddeleri, Bihruz Bey'in hüzünlü adımlarıyla yankılandı.
Araba Sevdası | Periveş, Bihruz Bey'e nazikçe bir el salladı.
Araba Sevdası | Keşfi Bey, Bihruz'u yemeğe davet etti.
Araba Sevdası | Mösyö Piyer, Bihruz'a Fransa'nın tarihini anlattı.
Anna Karenina | Roman, Anna'nın öyküsü aracılığıyla insan doğasının karmaşık yönlerini ve duygusal çelişkilerini detaylı bir şekilde anlatır.
Anna Karenina | Anna Karenina, edebiyat eleştirmenleri tarafından zaman zaman en iyi romanlar arasında gösterilir.
Araba Sevdası | Bihruz'un annesi, evin salonunu temizlerken eski fotoğraflara rastladı.
Araba Sevdası | Bihruz Bey, Periveş'in güzelliği karşısında büyülenmişti.
Araba Sevdası | Keşfi Bey, Bihruz ile şehir dışına çıkmayı planladı.
Araba Sevdası | Mösyö Piyer, Bihruz'a zor bir dil bilgisi testi hazırladı.
Araba Sevdası | Periveş, Bihruz Bey'in kendisine bakışını fark etti.
Bozkurtların Ölümü | Yüzbaşı Bögü Alp, askeri stratejisini gözden geçirdi.
Bozkurtların Ölümü | Dönüş yolculuğu, klan için zorlayıcı oldu.
Bozkurtların Ölümü | Bögü Alp’ın Yeni Yumuşu, kabile içi tartışmalara yol açtı.
Anna Karenina | Bu ilişki, Anna'nın sosyal çevresindeki insanlar tarafından hoş karşılanmaz.
Anna Karenina | Anna, aşkı uğruna toplumdaki saygın yerini ve sosyal statüsünü riske atar.
Anna Karenina | Vronski ile olan ilişkisi, Anna'nın giderek artan içsel çatışmalarına ve bunalımına neden olur.
Anna Karenina | Tolstoy, Anna Karenina karakteri üzerinden Rus toplumundaki ikiyüzlülüğü ve ahlaki çöküşü eleştirir.
Anna Karenina | Roman, aşkın ve tutkunun yanı sıra toplumsal normlar ve bireysel özgürlükler arasındaki çatışmayı da işler.
Anna Karenina | Anna'nın trajik sonu, kaderin ve kişisel tercihlerin hayatlarımız üzerindeki etkilerini sorgulatır.
Bozkurtların Ölümü | Yumru, düşmanlarla yüzleşti.
Bozkurtların Ölümü | Elçiler, düşman kampına sızdı.
Bozkurtların Ölümü | Yolda, esir düşmüş bir müttefiki kurtardılar.
Bozkurtların Ölümü | Batı Kağanı, ittifak için elçilerini gönderdi.
Araba Sevdası | Bihruz'un annesi, oğlunun geç vakitlere kadar dışarıda olmasından şikayetçiydi.
Araba Sevdası | Çamlıca Bahçesi'nde, Bihruz ve Periveş yan yana yürüdüler.
Araba Sevdası | Kısıklı Meydanı'nda, Bihruz Bey bir sokak sanatçısını izledi.
Araba Sevdası | Bulgurlu'daki bir kafede, Bihruz Bey düşüncelere daldı.
Araba Sevdası | Periveş, Bihruz Bey'e doğru yavaşça yaklaştı.
Suç ve Ceza | Raskolnikov'un trajik hayatı, dönemin Rus toplumunun bir yansımasıdır.
Suç ve Ceza | Romanın ana teması, bireysel eylemlerin toplumsal sonuçları üzerinedir.
Suç ve Ceza | Raskolnikov'un iç dünyası, onun dış dünya ile olan çatışmaları arasında bir köprü kurar.
Suç ve Ceza | Raskolnikov, toplumun sınırlarını zorlayan radikal düşünceleri sorgular.
Suç ve Ceza | Raskolnikov'un hikayesi, dönemin sosyo-ekonomik koşulları altında şekillenir.
Suç ve Ceza | Roman, Raskolnikov'un çevresi ve sosyal çevre ile olan etkileşimlerini inceler.
Suç ve Ceza | Raskolnikov, kendi adaletini sağlamak için tehlikeli bir yol seçer.
Anna Karenina | Anna, Vronsky ile göz göze geldiğinde içinde bir kıvılcım hissetti, bu yasak aşkın ilk işaretiydi.
Anna Karenina | Karenin, Anna'nın gitgide soğuyan tavırlarına rağmen ona karşı olan sevgisini korumaya çalıştı.
